timestamp,symbol,side,qty,price,fee,realized_pnl,date
2025-07-30 18:02:36.254453+00:00,CRM,buy,1.0,266.19,0.0,0.0,2025-07-30 00:00:00+00:00
2025-07-31 12:46:00.727175+00:00,AAPL,buy,2.0,208.96,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:05.270896+00:00,MSFT,sell,4.0,513.33,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:09.864386+00:00,GOOGL,sell,2.0,195.58,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:14.493919+00:00,GOOG,sell,2.0,196.84,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:18.911246+00:00,NVDA,sell,1.0,183.27,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:23.312657+00:00,META,buy,4.0,755.64,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:27.769834+00:00,TSLA,buy,1.0,318.12,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:32.239840+00:00,JPM,sell,1.0,299.81,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:36.635390+00:00,UNH,buy,1.0,266.07,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:41.115721+00:00,PG,buy,3.0,152.77,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:45.634847+00:00,DIS,buy,3.0,119.55,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:50.317729+00:00,XOM,sell,4.0,111.94,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:54.798648+00:00,PFE,buy,18.0,23.67,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:46:59.184991+00:00,MRK,buy,39.0,81.81,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:03.757470+00:00,NKE,buy,37.0,76.71,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:08.119856+00:00,ORCL,sell,8.0,250.6,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:12.545650+00:00,CVX,buy,18.0,153.575,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:17.112606+00:00,MCD,sell,7.0,303.58,0.0,-3.8850000000000477,2025-07-31 00:00:00+00:00
2025-07-31 12:47:21.713175+00:00,WMT,buy,4.0,97.63,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:26.114737+00:00,PEP,sell,20.0,142.91,0.0,-14.20000000000016,2025-07-31 00:00:00+00:00
2025-07-31 12:47:30.543825+00:00,ABBV,buy,15.0,189.345,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:35.101629+00:00,CRM,buy,7.0,264.72,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:39.600957+00:00,INTC,buy,19.0,20.17,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:44.167798+00:00,ABT,sell,25.0,128.56,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:48.676092+00:00,CMCSA,buy,14.0,32.09,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 12:47:53.245122+00:00,NFLX,sell,2.0,1183.86,0.0,19.539999999999964,2025-07-31 00:00:00+00:00
2025-07-31 21:28:38.085627+00:00,NVDA,sell,1.0,178.06,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 21:28:41.620662+00:00,MRK,buy,2.0,78.16,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 21:28:45.340286+00:00,CRM,buy,1.0,258.45,0.0,0.0,2025-07-31 00:00:00+00:00
2025-07-31 21:28:48.945078+00:00,CMCSA,sell,3.0,33.24,0.0,0.9600000000000009,2025-07-31 00:00:00+00:00
2025-08-03 21:27:40.325161+00:00,AMZN,buy,15.0,214.855,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:27:45.003219+00:00,GOOGL,buy,16.0,189.08,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:27:49.419334+00:00,GOOG,buy,16.0,190.0,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:27:53.980149+00:00,TSLA,sell,10.0,302.68,0.0,-151.7899999999998,2025-08-03 00:00:00+00:00
2025-08-03 21:27:58.459288+00:00,JPM,buy,10.0,289.21,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:02.961173+00:00,V,buy,9.0,339.22,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:07.380111+00:00,UNH,buy,1.0,237.705,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:11.877607+00:00,HD,sell,8.0,373.7,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:16.258065+00:00,PG,sell,21.0,150.65,0.0,-69.53999999999985,2025-08-03 00:00:00+00:00
2025-08-03 21:28:20.578678+00:00,BAC,buy,70.0,45.64,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:25.055686+00:00,DIS,sell,27.0,116.58,0.0,-95.54999999999998,2025-08-03 00:00:00+00:00
2025-08-03 21:28:29.442061+00:00,XOM,buy,29.0,109.61,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:33.811444+00:00,ORCL,sell,2.0,244.44,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:38.235700+00:00,COST,sell,3.0,952.59,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:42.595024+00:00,ABBV,sell,16.0,195.22,0.0,88.125,2025-08-03 00:00:00+00:00
2025-08-03 21:28:46.966011+00:00,CRM,buy,15.0,250.79,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:51.340244+00:00,INTC,buy,5.0,19.35,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:28:55.756015+00:00,ADBE,buy,9.0,347.7,0.0,0.0,2025-08-03 00:00:00+00:00
2025-08-03 21:29:00.041263+00:00,CMCSA,sell,98.0,32.52,0.0,-27.579999999999885,2025-08-03 00:00:00+00:00
2025-08-04 21:29:39.279889+00:00,ORCL,buy,2.0,252.49,0.0,0.0,2025-08-04 00:00:00+00:00
2025-08-04 21:29:43.454726+00:00,MCD,sell,1.0,304.17,0.0,0.03500000000002501,2025-08-04 00:00:00+00:00
2025-08-05 21:29:25.831319+00:00,TSLA,buy,10.0,308.635,0.0,0.0,2025-08-05 00:00:00+00:00
2025-08-05 21:29:29.905889+00:00,JNJ,sell,18.0,170.74,0.0,0.0,2025-08-05 00:00:00+00:00
2025-08-05 21:29:33.938545+00:00,V,sell,9.0,337.17,0.0,-18.450000000000102,2025-08-05 00:00:00+00:00
2025-08-05 21:29:37.913234+00:00,HD,buy,8.0,385.275,0.0,0.0,2025-08-05 00:00:00+00:00
2025-08-05 21:29:42.002249+00:00,PFE,sell,137.0,24.72,0.0,90.2999999999997,2025-08-05 00:00:00+00:00
2025-08-05 21:29:45.911461+00:00,MRK,sell,1.0,80.795,0.0,-1.0150000000000006,2025-08-05 00:00:00+00:00
2025-08-05 21:29:49.911374+00:00,NKE,buy,43.0,74.38,0.0,0.0,2025-08-05 00:00:00+00:00
2025-08-05 21:29:53.967354+00:00,ORCL,buy,1.0,255.68,0.0,0.0,2025-08-05 00:00:00+00:00
2025-08-05 21:29:58.110970+00:00,CRM,buy,12.0,247.3,0.0,0.0,2025-08-05 00:00:00+00:00
2025-08-05 21:30:02.210434+00:00,INTC,buy,789.0,20.09,0.0,0.0,2025-08-05 00:00:00+00:00
2025-08-06 21:27:15.244502+00:00,AAPL,sell,2.0,213.275,0.0,8.629999999999995,2025-08-06 00:00:00+00:00
2025-08-06 21:27:19.163644+00:00,AMZN,sell,2.0,222.33,0.0,14.950000000000045,2025-08-06 00:00:00+00:00
2025-08-06 21:27:22.827987+00:00,NVDA,buy,2.0,179.43,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:27:26.370674+00:00,TSLA,sell,1.0,320.35,0.0,11.715000000000032,2025-08-06 00:00:00+00:00
2025-08-06 21:27:29.933654+00:00,JNJ,buy,2.0,170.61,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:27:33.528367+00:00,V,buy,7.0,339.67,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:27:37.171398+00:00,UNH,sell,13.0,245.84,0.0,-191.94499999999994,2025-08-06 00:00:00+00:00
2025-08-06 21:27:40.793687+00:00,HD,sell,6.0,386.72,0.0,8.6700000000003,2025-08-06 00:00:00+00:00
2025-08-06 21:27:44.352049+00:00,PG,buy,17.0,152.87,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:27:47.831996+00:00,BAC,sell,10.0,45.44,0.0,-2.0000000000000284,2025-08-06 00:00:00+00:00
2025-08-06 21:27:51.382180+00:00,XOM,buy,25.0,106.54,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:27:54.964196+00:00,PFE,sell,112.0,23.96,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:27:58.580583+00:00,KO,buy,86.0,69.53,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:28:02.165558+00:00,MRK,sell,40.0,79.46,0.0,-86.70000000000033,2025-08-06 00:00:00+00:00
2025-08-06 21:28:05.798652+00:00,NKE,sell,7.0,75.505,0.0,-8.434999999999988,2025-08-06 00:00:00+00:00
2025-08-06 21:28:09.527126+00:00,ORCL,buy,12.0,256.425,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:28:13.164138+00:00,T,sell,98.0,27.5,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:28:16.796479+00:00,MCD,buy,6.0,307.515,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:28:20.495701+00:00,WMT,buy,17.0,103.36,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:28:24.326700+00:00,COST,buy,3.0,968.65,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:28:27.886536+00:00,ABBV,buy,2.0,196.355,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:28:31.440756+00:00,CRM,sell,1.0,249.16,0.0,-18.159999999999997,2025-08-06 00:00:00+00:00
2025-08-06 21:28:35.081819+00:00,INTC,sell,293.0,20.36,0.0,57.85999999999996,2025-08-06 00:00:00+00:00
2025-08-06 21:28:38.688218+00:00,ABT,buy,4.0,130.96,0.0,0.0,2025-08-06 00:00:00+00:00
2025-08-06 21:28:42.227070+00:00,ADBE,sell,1.0,345.52,0.0,-2.180000000000007,2025-08-06 00:00:00+00:00
2025-08-07 21:27:36.250087+00:00,MSFT,sell,1.0,520.8,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:27:39.919440+00:00,NVDA,buy,16.0,180.85,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:27:43.529841+00:00,TSLA,sell,9.0,322.15,0.0,121.63499999999988,2025-08-07 00:00:00+00:00
2025-08-07 21:27:47.081605+00:00,JPM,buy,9.0,287.02,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:27:50.752073+00:00,V,buy,1.0,332.02,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:27:54.378872+00:00,UNH,buy,11.0,244.65,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:27:58.033106+00:00,HD,sell,1.0,386.06,0.0,0.785000000000025,2025-08-07 00:00:00+00:00
2025-08-07 21:28:01.736148+00:00,PG,buy,24.0,153.44,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:28:05.405726+00:00,BAC,buy,3.0,44.93,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:28:09.063762+00:00,DIS,buy,25.0,112.875,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:28:12.691143+00:00,XOM,buy,1.0,105.94,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:28:16.661866+00:00,PFE,buy,112.0,24.24,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:28:20.343541+00:00,KO,buy,3.0,70.47,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:28:24.265029+00:00,MRK,buy,35.0,80.38,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:28:27.852942+00:00,NKE,sell,36.0,74.33,0.0,-71.69999999999985,2025-08-07 00:00:00+00:00
2025-08-07 21:28:31.583860+00:00,ORCL,sell,4.0,249.46,0.0,-19.245000000000005,2025-08-07 00:00:00+00:00
2025-08-07 21:28:35.289894+00:00,T,buy,98.0,28.08,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-07 21:28:38.972978+00:00,MCD,sell,19.0,307.93,0.0,51.82500000000033,2025-08-07 00:00:00+00:00
2025-08-07 21:28:42.645823+00:00,COST,sell,2.0,977.0,0.0,16.700000000000045,2025-08-07 00:00:00+00:00
2025-08-07 21:28:46.503971+00:00,INTC,buy,54.0,19.8,0.0,0.0,2025-08-07 00:00:00+00:00
2025-08-08 19:05:52.314116+00:00,MSFT,buy,9.0,522.55,0.0,0.0,2025-08-08 00:00:00+00:00
2025-08-08 19:05:56.859010+00:00,META,sell,4.0,768.5,0.0,51.440000000000055,2025-08-08 00:00:00+00:00
2025-08-08 19:06:01.433405+00:00,TSLA,sell,8.0,329.875,0.0,0.0,2025-08-08 00:00:00+00:00
2025-08-08 19:06:05.987999+00:00,UNH,sell,10.0,249.46,0.0,48.10000000000002,2025-08-08 00:00:00+00:00
2025-08-08 19:06:10.403124+00:00,PG,sell,2.0,153.28,0.0,0.8199999999999932,2025-08-08 00:00:00+00:00
2025-08-08 19:06:15.058904+00:00,BAC,sell,4.0,46.1,0.0,1.8400000000000034,2025-08-08 00:00:00+00:00
2025-08-08 19:06:19.674870+00:00,DIS,sell,1.0,112.47,0.0,-0.40500000000000114,2025-08-08 00:00:00+00:00
2025-08-08 19:06:24.277572+00:00,PFE,sell,109.0,24.51,0.0,29.43000000000034,2025-08-08 00:00:00+00:00
2025-08-08 19:06:28.775634+00:00,KO,sell,3.0,70.265,0.0,2.2049999999999983,2025-08-08 00:00:00+00:00
2025-08-08 19:06:33.246443+00:00,MRK,sell,35.0,80.74,0.0,12.59999999999998,2025-08-08 00:00:00+00:00
2025-08-08 19:06:37.747879+00:00,ORCL,buy,14.0,249.69,0.0,0.0,2025-08-08 00:00:00+00:00
2025-08-08 19:06:47.484600+00:00,PEP,sell,18.0,145.14,0.0,0.0,2025-08-08 00:00:00+00:00
2025-08-08 19:06:52.023069+00:00,INTC,sell,42.0,19.955,0.0,-5.670000000000066,2025-08-08 00:00:00+00:00
2025-08-08 19:06:56.510642+00:00,ABT,buy,1.0,134.495,0.0,0.0,2025-08-08 00:00:00+00:00
2025-08-08 19:07:01.041429+00:00,CMCSA,buy,84.0,31.665,0.0,0.0,2025-08-08 00:00:00+00:00
2025-08-10 21:25:52.512347+00:00,AMZN,sell,13.0,222.695,0.0,101.92000000000004,2025-08-10 00:00:00+00:00
2025-08-10 21:25:56.890982+00:00,GOOGL,sell,80.0,201.44,0.0,197.75999999999976,2025-08-10 00:00:00+00:00
2025-08-10 21:26:01.244791+00:00,GOOG,sell,13.0,202.33,0.0,160.29000000000016,2025-08-10 00:00:00+00:00
2025-08-10 21:26:05.638434+00:00,NVDA,sell,14.0,182.755,0.0,29.50999999999999,2025-08-10 00:00:00+00:00
2025-08-10 21:26:09.934082+00:00,JNJ,buy,16.0,173.32,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-10 21:26:14.498021+00:00,HD,buy,7.0,387.8,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-10 21:26:19.082513+00:00,BAC,sell,59.0,46.04,0.0,25.72999999999992,2025-08-10 00:00:00+00:00
2025-08-10 21:26:23.711656+00:00,CSCO,sell,37.0,71.805,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-10 21:26:28.530662+00:00,NKE,buy,36.0,74.17,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-10 21:26:32.938769+00:00,ORCL,buy,54.0,250.1,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-10 21:26:37.599939+00:00,COST,buy,2.0,981.145,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-10 21:26:41.982311+00:00,PEP,buy,18.0,145.24,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-10 21:26:46.467217+00:00,ABBV,buy,14.0,198.02,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-10 21:26:50.875339+00:00,CRM,buy,56.0,240.44,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-10 21:26:55.335675+00:00,INTC,sell,674.0,19.96,0.0,-71.95999999999938,2025-08-10 00:00:00+00:00
2025-08-10 21:26:59.656709+00:00,VZ,buy,62.0,43.14,0.0,0.0,2025-08-10 00:00:00+00:00
2025-08-11 21:25:30.360913+00:00,KO,sell,1.0,70.79,0.0,1.2600000000000051,2025-08-11 00:00:00+00:00
2025-08-11 21:25:35.056721+00:00,CRM,buy,2.0,232.66,0.0,0.0,2025-08-11 00:00:00+00:00
2025-08-12 21:26:54.553763+00:00,AMZN,sell,12.0,221.43,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-12 21:26:58.474374+00:00,GOOGL,buy,80.0,203.34,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-12 21:27:02.266119+00:00,GOOG,buy,13.0,204.14,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-12 21:27:06.051347+00:00,NVDA,buy,13.0,183.17,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-12 21:27:09.773417+00:00,META,buy,3.0,789.8,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-12 21:27:13.910121+00:00,CSCO,buy,37.0,71.38,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-12 21:27:17.842582+00:00,ORCL,sell,53.0,253.77,0.0,130.6750000000006,2025-08-12 00:00:00+00:00
2025-08-12 21:27:21.595097+00:00,CVX,buy,87.0,154.46,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-12 21:27:25.386021+00:00,COST,sell,2.0,991.32,0.0,32.84500000000014,2025-08-12 00:00:00+00:00
2025-08-12 21:27:29.111061+00:00,PEP,sell,18.0,146.9,0.0,29.87999999999994,2025-08-12 00:00:00+00:00
2025-08-12 21:27:32.981231+00:00,CRM,sell,57.0,231.655,0.0,-2021.3749999999995,2025-08-12 00:00:00+00:00
2025-08-12 21:27:36.871728+00:00,INTC,sell,123.0,21.8,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-12 21:27:40.670544+00:00,VZ,sell,62.0,43.23,0.0,5.579999999999771,2025-08-12 00:00:00+00:00
2025-08-12 21:27:44.433207+00:00,ABT,buy,20.0,131.04,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-12 21:27:48.276504+00:00,NFLX,sell,2.0,1225.01,0.0,0.0,2025-08-12 00:00:00+00:00
2025-08-13 21:26:13.373429+00:00,MSFT,sell,4.0,520.67,0.0,-7.519999999999982,2025-08-13 00:00:00+00:00
2025-08-13 21:26:17.013398+00:00,AMZN,buy,12.0,224.53,0.0,0.0,2025-08-13 00:00:00+00:00
2025-08-13 21:26:20.734199+00:00,GOOGL,sell,80.0,201.9,0.0,-115.19999999999982,2025-08-13 00:00:00+00:00
2025-08-13 21:26:24.445999+00:00,GOOG,sell,13.0,203.02,0.0,27.86000000000027,2025-08-13 00:00:00+00:00
2025-08-13 21:26:28.047991+00:00,NVDA,buy,1.0,181.55,0.0,0.0,2025-08-13 00:00:00+00:00
2025-08-13 21:26:31.689672+00:00,META,sell,3.0,779.865,0.0,-29.804999999999836,2025-08-13 00:00:00+00:00
2025-08-13 21:26:35.312984+00:00,JPM,sell,9.0,290.49,0.0,11.520000000000266,2025-08-13 00:00:00+00:00
2025-08-13 21:26:38.988632+00:00,UNH,sell,1.0,271.86,0.0,27.210000000000008,2025-08-13 00:00:00+00:00
2025-08-13 21:26:42.744990+00:00,MRK,buy,32.0,82.7,0.0,0.0,2025-08-13 00:00:00+00:00
2025-08-13 21:26:46.445701+00:00,CSCO,sell,39.0,68.67,0.0,-100.26999999999977,2025-08-13 00:00:00+00:00
2025-08-13 21:26:50.241377+00:00,NKE,sell,36.0,77.2,0.0,101.52000000000027,2025-08-13 00:00:00+00:00
2025-08-13 21:26:54.047642+00:00,CVX,sell,87.0,155.86,0.0,137.73000000000084,2025-08-13 00:00:00+00:00
2025-08-13 21:26:57.902982+00:00,ABBV,buy,13.0,201.435,0.0,0.0,2025-08-13 00:00:00+00:00
2025-08-13 21:27:01.662809+00:00,CRM,buy,56.0,237.05,0.0,0.0,2025-08-13 00:00:00+00:00
2025-08-14 21:26:26.869014+00:00,MSFT,sell,6.0,522.425,0.0,-0.625,2025-08-14 00:00:00+00:00
2025-08-14 21:26:30.598839+00:00,AMZN,buy,11.0,230.89,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:26:34.317043+00:00,GOOGL,buy,13.0,202.45,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:26:38.167988+00:00,GOOG,buy,13.0,203.32,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:26:41.788402+00:00,JPM,buy,9.0,294.1,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:26:45.562934+00:00,UNH,sell,9.0,293.67,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:26:49.264026+00:00,HD,sell,6.0,400.29,0.0,77.46500000000009,2025-08-14 00:00:00+00:00
2025-08-14 21:26:52.866773+00:00,BAC,sell,56.0,47.69,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:26:56.663861+00:00,DIS,sell,24.0,116.32,0.0,82.67999999999984,2025-08-14 00:00:00+00:00
2025-08-14 21:27:00.234831+00:00,CSCO,buy,39.0,69.26,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:27:03.824328+00:00,T,sell,93.0,28.75,0.0,62.31000000000016,2025-08-14 00:00:00+00:00
2025-08-14 21:27:07.375633+00:00,MCD,buy,28.0,308.84,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:27:11.001104+00:00,WMT,sell,30.0,100.84,0.0,93.60000000000014,2025-08-14 00:00:00+00:00
2025-08-14 21:27:14.638998+00:00,COST,buy,2.0,975.57,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:27:18.325853+00:00,ABBV,sell,12.0,204.74,0.0,83.97000000000003,2025-08-14 00:00:00+00:00
2025-08-14 21:27:22.058443+00:00,CRM,buy,1.0,233.335,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:27:25.742608+00:00,INTC,buy,12.0,24.38,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:27:29.484941+00:00,ABT,buy,20.0,129.32,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-14 21:27:33.137155+00:00,ADBE,sell,8.0,348.7,0.0,8.0,2025-08-14 00:00:00+00:00
2025-08-14 21:27:36.795424+00:00,CMCSA,sell,84.0,32.88,0.0,102.06000000000029,2025-08-14 00:00:00+00:00
2025-08-14 21:27:40.419234+00:00,NFLX,buy,2.0,1230.58,0.0,0.0,2025-08-14 00:00:00+00:00
2025-08-17 21:25:10.587364+00:00,AAPL,sell,13.0,231.65,0.0,0.0,2025-08-17 00:00:00+00:00
2025-08-17 21:25:14.344468+00:00,MSFT,buy,10.0,520.02,0.0,0.0,2025-08-17 00:00:00+00:00
2025-08-17 21:25:18.065331+00:00,NVDA,buy,14.0,180.42,0.0,0.0,2025-08-17 00:00:00+00:00
2025-08-17 21:25:21.703494+00:00,JPM,sell,9.0,290.53,0.0,29.39999999999992,2025-08-17 00:00:00+00:00
2025-08-17 21:25:25.383751+00:00,V,sell,8.0,344.39,0.0,45.4099999999998,2025-08-17 00:00:00+00:00
2025-08-17 21:25:28.991738+00:00,BAC,buy,56.0,46.94,0.0,0.0,2025-08-17 00:00:00+00:00
2025-08-17 21:25:32.639711+00:00,PFE,buy,109.0,25.16,0.0,0.0,2025-08-17 00:00:00+00:00
2025-08-17 21:25:36.317892+00:00,KO,buy,39.0,69.95,0.0,0.0,2025-08-17 00:00:00+00:00
2025-08-17 21:25:39.998229+00:00,CSCO,buy,40.0,66.21,0.0,0.0,2025-08-17 00:00:00+00:00
2025-08-17 21:25:43.678363+00:00,NKE,sell,35.0,77.01,0.0,99.19000000000013,2025-08-17 00:00:00+00:00
2025-08-17 21:25:47.384382+00:00,T,buy,92.0,28.88,0.0,0.0,2025-08-17 00:00:00+00:00
2025-08-17 21:25:51.045536+00:00,MCD,sell,27.0,308.97,0.0,3.510000000001412,2025-08-17 00:00:00+00:00
