symbol,realized_pnl
WMT,58.399999999999906
ABT,25.199999999999818
HD,21.529999999999916
CRM,14.380000000000052
JNJ,11.84999999999988
PFE,2.0399999999999565
VZ,1.0799999999999912
ABBV,0.0
META,0.0
T,0.0
PG,0.0
PEP,0.0
NVDA,0.0
NKE,0.0
MSFT,0.0
MA,0.0
INTC,0.0
GOOGL,0.0
DIS,0.0
CVX,0.0
COST,0.0
ADBE,0.0
XOM,0.0
CMCSA,-0.7399999999999523
KO,-1.470000000000013
MCD,-10.0
