Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2023-07-31 00:00:00-04:00,457.4100036621094,458.1600036621094,456.04998779296875,457.7900085449219,445.9210205078125,62040400,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,456.2699890136719,457.25,455.489990234375,456.4800109863281,444.6449890136719,55291500,0.0,0.0,0.0
2023-08-02 00:00:00-04:00,453.25,453.5199890136719,449.3500061035156,450.1300048828125,438.4596252441406,93933400,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,448.0400085449219,450.7900085449219,447.3699951171875,448.8399963378906,437.2030944824219,64276100,0.0,0.0,0.0
2023-08-04 00:00:00-04:00,450.7200012207031,452.8999938964844,446.2699890136719,446.80999755859375,435.2256774902344,100128900,0.0,0.0,0.0
2023-08-07 00:00:00-04:00,448.7099914550781,450.8699951171875,447.989990234375,450.7099914550781,439.02459716796875,58357500,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,448.0799865722656,450.70001220703125,445.2699890136719,448.75,437.11541748046875,71361300,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,449.0299987792969,449.20001220703125,444.9599914550781,445.75,434.1932067871094,78789600,0.0,0.0,0.0
2023-08-10 00:00:00-04:00,448.19000244140625,451.70001220703125,444.70001220703125,445.9100036621094,434.34906005859375,93005500,0.0,0.0,0.0
2023-08-11 00:00:00-04:00,443.9700012207031,446.70001220703125,443.3500061035156,445.6499938964844,434.0957336425781,68690900,0.0,0.0,0.0
2023-08-14 00:00:00-04:00,444.70001220703125,448.1099853515625,444.3800048828125,448.1099853515625,436.49200439453125,47867400,0.0,0.0,0.0
2023-08-15 00:00:00-04:00,446.2699890136719,446.6400146484375,442.29998779296875,442.8900146484375,431.4073486328125,75707500,0.0,0.0,0.0
2023-08-16 00:00:00-04:00,442.4599914550781,444.17999267578125,439.5299987792969,439.6400146484375,428.2415771484375,80107200,0.0,0.0,0.0
2023-08-17 00:00:00-04:00,441.1600036621094,441.42999267578125,435.75,436.2900085449219,424.97845458984375,95711300,0.0,0.0,0.0
2023-08-18 00:00:00-04:00,433.3699951171875,437.57000732421875,433.010009765625,436.5,425.1829528808594,98852000,0.0,0.0,0.0
2023-08-21 00:00:00-04:00,437.54998779296875,440.1099853515625,435.32000732421875,439.3399963378906,427.94940185546875,68719000,0.0,0.0,0.0
2023-08-22 00:00:00-04:00,441.17999267578125,441.17999267578125,437.57000732421875,438.1499938964844,426.7902526855469,64994200,0.0,0.0,0.0
2023-08-23 00:00:00-04:00,439.25,443.6700134277344,439.1000061035156,443.0299987792969,431.543701171875,68441000,0.0,0.0,0.0
2023-08-24 00:00:00-04:00,444.69000244140625,445.2200012207031,436.8599853515625,436.8900146484375,425.56292724609375,88517300,0.0,0.0,0.0
2023-08-25 00:00:00-04:00,438.67999267578125,441.29998779296875,435.0,439.9700012207031,428.5630187988281,102325100,0.0,0.0,0.0
2023-08-28 00:00:00-04:00,442.239990234375,443.3999938964844,439.9700012207031,442.760009765625,431.2807312011719,61595400,0.0,0.0,0.0
2023-08-29 00:00:00-04:00,442.6499938964844,449.45001220703125,442.4599914550781,449.1600036621094,437.5147705078125,83081900,0.0,0.0,0.0
2023-08-30 00:00:00-04:00,449.510009765625,451.6700134277344,448.7799987792969,451.010009765625,439.3168640136719,69053900,0.0,0.0,0.0
2023-08-31 00:00:00-04:00,451.6499938964844,452.8299865722656,450.1600036621094,450.3500061035156,438.6739501953125,66084600,0.0,0.0,0.0
2023-09-01 00:00:00-04:00,453.1700134277344,453.6700134277344,449.67999267578125,451.19000244140625,439.4921875,58944100,0.0,0.0,0.0
2023-09-05 00:00:00-04:00,450.7300109863281,451.05999755859375,449.1700134277344,449.239990234375,437.59271240234375,55166200,0.0,0.0,0.0
2023-09-06 00:00:00-04:00,448.3999938964844,448.510009765625,443.80999755859375,446.2200012207031,434.6510009765625,70758500,0.0,0.0,0.0
2023-09-07 00:00:00-04:00,443.1099853515625,445.54998779296875,442.75,444.8500061035156,433.3165283203125,70355400,0.0,0.0,0.0
2023-09-08 00:00:00-04:00,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,433.9691162109375,61659700,0.0,0.0,0.0
2023-09-11 00:00:00-04:00,448.239990234375,448.7699890136719,446.4700012207031,448.45001220703125,436.8232116699219,60180100,0.0,0.0,0.0
2023-09-12 00:00:00-04:00,446.95001220703125,448.5299987792969,445.3900146484375,445.989990234375,434.42694091796875,67565400,0.0,0.0,0.0
2023-09-13 00:00:00-04:00,446.2200012207031,447.7099914550781,445.0799865722656,446.510009765625,434.9335021972656,60199300,0.0,0.0,0.0
2023-09-14 00:00:00-04:00,449.07000732421875,451.0799865722656,447.7200012207031,450.3599853515625,438.68365478515625,83430800,0.0,0.0,0.0
2023-09-15 00:00:00-04:00,447.1400146484375,447.4800109863281,442.9200134277344,443.3699951171875,433.3982849121094,111848900,1.583,0.0,0.0
2023-09-18 00:00:00-04:00,443.04998779296875,444.9700012207031,442.55999755859375,443.6300048828125,433.6524353027344,55752200,0.0,0.0,0.0
2023-09-19 00:00:00-04:00,442.67999267578125,443.2900085449219,439.94000244140625,442.7099914550781,432.75311279296875,66514600,0.0,0.0,0.0
2023-09-20 00:00:00-04:00,444.010009765625,444.44000244140625,438.42999267578125,438.6400146484375,428.7746276855469,82562600,0.0,0.0,0.0
2023-09-21 00:00:00-04:00,435.70001220703125,435.9700012207031,431.2300109863281,431.3900146484375,421.687744140625,104095800,0.0,0.0,0.0
2023-09-22 00:00:00-04:00,432.45001220703125,434.1000061035156,429.989990234375,430.4200134277344,420.7395324707031,100829700,0.0,0.0,0.0
2023-09-25 00:00:00-04:00,429.1700134277344,432.2699890136719,428.7200012207031,432.2300109863281,422.5088195800781,70874500,0.0,0.0,0.0
2023-09-26 00:00:00-04:00,429.0899963378906,429.82000732421875,425.0199890136719,425.8800048828125,416.3016357421875,96168400,0.0,0.0,0.0
2023-09-27 00:00:00-04:00,427.0899963378906,427.6700134277344,422.2900085449219,426.04998779296875,416.4677734375,104705800,0.0,0.0,0.0
2023-09-28 00:00:00-04:00,425.4800109863281,430.25,424.8699951171875,428.5199890136719,418.8822021484375,92258300,0.0,0.0,0.0
2023-09-29 00:00:00-04:00,431.6700134277344,431.8500061035156,425.9100036621094,427.4800109863281,417.8656311035156,115111300,0.0,0.0,0.0
2023-10-02 00:00:00-04:00,426.6199951171875,428.6000061035156,424.4599914550781,427.30999755859375,417.6994934082031,83798600,0.0,0.0,0.0
2023-10-03 00:00:00-04:00,425.05999755859375,427.3699951171875,420.17999267578125,421.5899963378906,412.10809326171875,103760600,0.0,0.0,0.0
2023-10-04 00:00:00-04:00,422.07000732421875,425.42999267578125,420.55999755859375,424.6600036621094,415.1091003417969,87453000,0.0,0.0,0.0
2023-10-05 00:00:00-04:00,424.3599853515625,425.3699951171875,421.1700134277344,424.5,414.9526672363281,70142700,0.0,0.0,0.0
2023-10-06 00:00:00-04:00,421.9700012207031,431.1300048828125,420.6000061035156,429.5400085449219,419.8792724609375,113273300,0.0,0.0,0.0
2023-10-09 00:00:00-04:00,427.5799865722656,432.8800048828125,427.010009765625,432.2900085449219,422.5674743652344,80374400,0.0,0.0,0.0
2023-10-10 00:00:00-04:00,432.94000244140625,437.2200012207031,432.5299987792969,434.5400085449219,424.7669372558594,78607300,0.0,0.0,0.0
2023-10-11 00:00:00-04:00,435.6400146484375,436.5799865722656,433.17999267578125,436.32000732421875,426.5068664550781,62451700,0.0,0.0,0.0
2023-10-12 00:00:00-04:00,436.95001220703125,437.3399963378906,431.2300109863281,433.6600036621094,423.90667724609375,81154200,0.0,0.0,0.0
2023-10-13 00:00:00-04:00,435.2099914550781,436.45001220703125,429.8800048828125,431.5,421.7952575683594,95143100,0.0,0.0,0.0
2023-10-16 00:00:00-04:00,433.82000732421875,437.1400146484375,433.57000732421875,436.0400085449219,426.233154296875,75433200,0.0,0.0,0.0
2023-10-17 00:00:00-04:00,432.80999755859375,438.1400146484375,432.45001220703125,436.0199890136719,426.21356201171875,75324700,0.0,0.0,0.0
2023-10-18 00:00:00-04:00,434.19000244140625,435.17999267578125,429.0899963378906,430.2099914550781,420.5342712402344,93559800,0.0,0.0,0.0
2023-10-19 00:00:00-04:00,430.95001220703125,432.82000732421875,425.7300109863281,426.42999267578125,416.8392639160156,121323000,0.0,0.0,0.0
2023-10-20 00:00:00-04:00,425.9800109863281,426.5400085449219,421.0799865722656,421.19000244140625,411.7171325683594,123919900,0.0,0.0,0.0
2023-10-23 00:00:00-04:00,419.6099853515625,424.45001220703125,417.79998779296875,420.4599914550781,411.00347900390625,92035100,0.0,0.0,0.0
2023-10-24 00:00:00-04:00,422.6499938964844,424.82000732421875,420.739990234375,423.6300048828125,414.10223388671875,78564200,0.0,0.0,0.0
2023-10-25 00:00:00-04:00,421.8900146484375,421.9200134277344,417.0199890136719,417.54998779296875,408.158935546875,94223200,0.0,0.0,0.0
2023-10-26 00:00:00-04:00,416.45001220703125,417.3299865722656,411.6000061035156,412.54998779296875,403.2713928222656,115156800,0.0,0.0,0.0
2023-10-27 00:00:00-04:00,414.19000244140625,414.6000061035156,409.2099914550781,410.67999267578125,401.4434814453125,107367700,0.0,0.0,0.0
2023-10-30 00:00:00-04:00,413.55999755859375,416.67999267578125,412.2200012207031,415.5899963378906,406.2430725097656,86562700,0.0,0.0,0.0
2023-10-31 00:00:00-04:00,416.17999267578125,418.5299987792969,414.2099914550781,418.20001220703125,408.79437255859375,79665200,0.0,0.0,0.0
2023-11-01 00:00:00-04:00,419.20001220703125,423.5,418.6499938964844,422.6600036621094,413.154052734375,98068100,0.0,0.0,0.0
2023-11-02 00:00:00-04:00,426.5799865722656,430.9200134277344,426.55999755859375,430.760009765625,421.0719299316406,94938900,0.0,0.0,0.0
2023-11-03 00:00:00-04:00,433.1400146484375,436.2900085449219,433.010009765625,434.69000244140625,424.9134826660156,100167800,0.0,0.0,0.0
2023-11-06 00:00:00-05:00,435.4700012207031,436.1499938964844,433.67999267578125,435.69000244140625,425.8909606933594,67831700,0.0,0.0,0.0
2023-11-07 00:00:00-05:00,435.69000244140625,437.5899963378906,434.510009765625,436.92999267578125,427.10308837890625,64256100,0.0,0.0,0.0
2023-11-08 00:00:00-05:00,437.54998779296875,438.0899963378906,434.8699951171875,437.25,427.4158935546875,61746000,0.0,0.0,0.0
2023-11-09 00:00:00-05:00,438.42999267578125,438.4700012207031,433.3999938964844,433.8399963378906,424.0826110839844,83174400,0.0,0.0,0.0
2023-11-10 00:00:00-05:00,435.9800109863281,440.92999267578125,433.8299865722656,440.6099853515625,430.7002868652344,89462200,0.0,0.0,0.0
2023-11-13 00:00:00-05:00,439.2300109863281,441.3299865722656,438.4200134277344,440.19000244140625,430.289794921875,52236100,0.0,0.0,0.0
2023-11-14 00:00:00-05:00,446.32000732421875,450.05999755859375,446.0899963378906,448.7300109863281,438.6377258300781,97176900,0.0,0.0,0.0
2023-11-15 00:00:00-05:00,450.1099853515625,451.3800048828125,448.79998779296875,449.67999267578125,439.5663146972656,77327600,0.0,0.0,0.0
2023-11-16 00:00:00-05:00,449.2200012207031,450.55999755859375,448.1199951171875,450.2300109863281,440.10400390625,66665800,0.0,0.0,0.0
2023-11-17 00:00:00-05:00,450.239990234375,451.4200134277344,449.2900085449219,450.7900085449219,440.6513671875,83133200,0.0,0.0,0.0
2023-11-20 00:00:00-05:00,450.5299987792969,455.1300048828125,450.5199890136719,454.260009765625,444.0433654785156,69936200,0.0,0.0,0.0
2023-11-21 00:00:00-05:00,453.17999267578125,454.1300048828125,451.9599914550781,453.2699890136719,443.0755920410156,49244600,0.0,0.0,0.0
2023-11-22 00:00:00-05:00,454.9800109863281,456.3800048828125,453.8900146484375,455.0199890136719,444.7862548828125,59394900,0.0,0.0,0.0
2023-11-24 00:00:00-05:00,455.07000732421875,455.5,454.7300109863281,455.29998779296875,445.0599670410156,29737400,0.0,0.0,0.0
2023-11-27 00:00:00-05:00,454.6499938964844,455.489990234375,454.0799865722656,454.4800109863281,444.2584228515625,50506000,0.0,0.0,0.0
2023-11-28 00:00:00-05:00,454.0799865722656,456.2699890136719,453.5,454.92999267578125,444.6982727050781,62115000,0.0,0.0,0.0
2023-11-29 00:00:00-05:00,457.1499938964844,458.32000732421875,454.20001220703125,454.6099853515625,444.38543701171875,63146000,0.0,0.0,0.0
2023-11-30 00:00:00-05:00,455.4800109863281,456.760009765625,453.3399963378906,456.3999938964844,446.13519287109375,79752700,0.0,0.0,0.0
2023-12-01 00:00:00-05:00,455.7699890136719,459.6499938964844,455.1600036621094,459.1000061035156,448.7744140625,89183400,0.0,0.0,0.0
2023-12-04 00:00:00-05:00,455.6000061035156,459.1199951171875,454.3399963378906,456.69000244140625,446.4186706542969,72430900,0.0,0.0,0.0
2023-12-05 00:00:00-05:00,455.260009765625,457.5899963378906,454.8699951171875,456.6000061035156,446.33074951171875,69793500,0.0,0.0,0.0
2023-12-06 00:00:00-05:00,458.80999755859375,458.8399963378906,454.30999755859375,454.760009765625,444.5321350097656,69124700,0.0,0.0,0.0
2023-12-07 00:00:00-05:00,456.9100036621094,458.8999938964844,456.2900085449219,458.2300109863281,447.9240417480469,66995400,0.0,0.0,0.0
2023-12-08 00:00:00-05:00,457.4599914550781,460.75,457.2099914550781,460.20001220703125,449.8497314453125,83194400,0.0,0.0,0.0
2023-12-11 00:00:00-05:00,459.69000244140625,462.1700134277344,459.4700012207031,461.989990234375,451.5995178222656,65002200,0.0,0.0,0.0
