Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-08-10 00:00:00-04:00,100.11000061035156,102.04000091552734,100.02999877929688,100.63999938964844,88.00260162353516,14989900,0.0,0.0
2020-08-11 00:00:00-04:00,103.86000061035156,106.16000366210938,103.51000213623047,103.81999969482422,90.78328704833984,31518600,0.0,0.0
2020-08-12 00:00:00-04:00,106.16000366210938,106.43000030517578,101.70999908447266,102.94000244140625,90.0137939453125,19240800,0.0,0.0
2020-08-13 00:00:00-04:00,102.0,103.36000061035156,101.63999938964844,102.37000274658203,89.5153579711914,13598600,0.0,0.0
2020-08-14 00:00:00-04:00,101.5,103.30999755859375,101.41999816894531,102.41000366210938,89.55033874511719,12134400,0.0,0.0
2020-08-17 00:00:00-04:00,101.5,102.0,99.52999877929688,99.70999908447266,87.18937683105469,14988000,0.0,0.0
2020-08-18 00:00:00-04:00,99.91000366210938,99.91000366210938,98.12000274658203,98.31999969482422,85.97393035888672,13246500,0.0,0.0
2020-08-19 00:00:00-04:00,98.91999816894531,100.58999633789062,98.33999633789062,98.55000305175781,86.1750259399414,13533000,0.0,0.0
2020-08-20 00:00:00-04:00,97.26000213623047,98.02999877929688,96.80000305175781,97.37000274658203,85.14323425292969,13672600,0.0,0.0
2020-08-21 00:00:00-04:00,97.2699966430664,98.56999969482422,96.94000244140625,97.31999969482422,85.09949493408203,12228300,0.0,0.0
2020-08-24 00:00:00-04:00,98.44999694824219,100.20999908447266,97.41999816894531,100.05999755859375,87.49542999267578,17898300,0.0,0.0
2020-08-25 00:00:00-04:00,101.2699966430664,101.9800033569336,99.80000305175781,100.5,87.88017272949219,13648900,0.0,0.0
2020-08-26 00:00:00-04:00,99.94000244140625,100.2699966430664,99.05000305175781,99.08999633789062,86.64723205566406,12052400,0.0,0.0
2020-08-27 00:00:00-04:00,99.0,102.6500015258789,99.0,102.3499984741211,89.49788665771484,22163900,0.0,0.0
2020-08-28 00:00:00-04:00,103.13999938964844,103.25,101.80999755859375,102.7699966430664,89.86511993408203,13756700,0.0,0.0
2020-08-31 00:00:00-04:00,102.12000274658203,102.18000030517578,100.0199966430664,100.19000244140625,87.60911560058594,14219400,0.0,0.0
2020-09-01 00:00:00-04:00,99.55000305175781,100.87000274658203,99.04000091552734,100.13999938964844,87.56537628173828,11595600,0.0,0.0
2020-09-02 00:00:00-04:00,99.94999694824219,101.94000244140625,99.55999755859375,101.6500015258789,88.88578033447266,14475700,0.0,0.0
2020-09-03 00:00:00-04:00,103.31999969482422,104.98999786376953,100.63999938964844,101.33000183105469,88.60594940185547,23281200,0.0,0.0
2020-09-04 00:00:00-04:00,104.05000305175781,105.20999908447266,101.37000274658203,103.5199966430664,90.52095031738281,26325500,0.0,0.0
2020-09-08 00:00:00-04:00,102.9800033569336,103.56999969482422,99.4800033569336,99.91999816894531,87.37299346923828,22108600,0.0,0.0
2020-09-09 00:00:00-04:00,100.80000305175781,101.69000244140625,99.55999755859375,100.87000274658203,88.20372772216797,13434000,0.0,0.0
2020-09-10 00:00:00-04:00,101.4000015258789,102.41999816894531,99.63999938964844,99.83000183105469,87.29431915283203,15922800,0.0,0.0
2020-09-11 00:00:00-04:00,99.97000122070312,101.36000061035156,99.58999633789062,101.06999969482422,88.37860870361328,13784300,0.0,0.0
2020-09-14 00:00:00-04:00,101.51000213623047,103.45999908447266,101.37000274658203,102.47000122070312,89.60281372070312,19017400,0.0,0.0
2020-09-15 00:00:00-04:00,102.7300033569336,102.8499984741211,99.13999938964844,99.27999877929688,86.81336212158203,23683000,0.0,0.0
2020-09-16 00:00:00-04:00,99.43000030517578,101.12999725341797,98.76000213623047,99.69999694824219,87.18062591552734,19270600,0.0,0.0
2020-09-17 00:00:00-04:00,98.69999694824219,99.33999633789062,97.70999908447266,98.55999755859375,86.18377685546875,18290100,0.0,0.0
2020-09-18 00:00:00-04:00,97.88999938964844,99.48999786376953,97.44000244140625,98.3499984741211,86.00015258789062,20121600,0.0,0.0
2020-09-21 00:00:00-04:00,95.19999694824219,96.05000305175781,93.81999969482422,95.30999755859375,83.3418960571289,28378800,0.0,0.0
2020-09-22 00:00:00-04:00,94.95999908447266,95.66000366210938,93.66999816894531,94.2699966430664,82.43248748779297,19257000,0.0,0.0
2020-09-23 00:00:00-04:00,94.77999877929688,95.3499984741211,92.66000366210938,92.73999786376953,81.09461212158203,19952700,0.0,0.0
2020-09-24 00:00:00-04:00,92.31999969482422,94.30000305175781,91.37999725341797,92.66000366210938,81.02464294433594,18366500,0.0,0.0
2020-09-25 00:00:00-04:00,92.05000305175781,93.72000122070312,91.87000274658203,93.47000122070312,81.7329330444336,13293100,0.0,0.0
2020-09-28 00:00:00-04:00,95.05999755859375,96.93000030517578,94.3499984741211,96.16000366210938,84.08514404296875,20894100,0.0,0.0
2020-09-29 00:00:00-04:00,96.02999877929688,96.02999877929688,94.33000183105469,95.3499984741211,83.37686157226562,12848200,0.0,0.0
2020-09-30 00:00:00-04:00,95.3499984741211,97.19999694824219,95.26000213623047,96.2699966430664,84.18134307861328,16400600,0.0,0.0
2020-10-01 00:00:00-04:00,97.12000274658203,97.7699966430664,96.02999877929688,96.97000122070312,84.79344177246094,15778700,0.0,0.0
2020-10-02 00:00:00-04:00,95.25,98.58999633789062,95.08999633789062,97.88999938964844,85.5979232788086,15149600,0.0,0.0
2020-10-05 00:00:00-04:00,98.31999969482422,99.25,97.52999877929688,99.04000091552734,87.40713500976562,13871900,0.9,0.0
2020-10-06 00:00:00-04:00,100.06999969482422,100.86000061035156,97.51000213623047,98.0199966430664,86.5069351196289,19220400,0.0,0.0
2020-10-07 00:00:00-04:00,98.95999908447266,100.3499984741211,98.66999816894531,99.7300033569336,88.0160903930664,16358500,0.0,0.0
